Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,salary,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,,,,,,,,,,,,
29,No,Travel_Rarely,1329,Research & Development,7,3,4001,1,1260,3,,,,,,,,,,,,
48,No,Travel_Rarely,715,Research & Development,1,3,4001,1,1263,4,,,,,,,,,,,,
29,No,Travel_Rarely,694,Research & Development,1,3,4001,1,1264,4,,,,,,,,,,,,
34,No,Travel_Rarely,1320,Research & Development,20,3,4001,1,1265,3,,,,,,,,,,,,
44,No,Travel_Rarely,1099,Sales,5,3,4001,1,1267,2,,,,,,,,,,,,
33,No,Travel_Rarely,536,Sales,10,5,4001,1,1268,4,,,,,,,,,,,,
19,No,Travel_Rarely,265,Research & Development,25,3,4001,1,1269,2,,,,,,,,,,,,
23,No,Travel_Rarely,373,Research & Development,1,2,4001,1,1270,4,,,,,,,,,,,,
25,Yes,Travel_Frequently,599,Sales,24,1,4001,1,1273,3,,,,,,,,,,,,
26,No,Travel_Rarely,583,Research & Development,4,2,4001,1,1275,3,,,,,,,,,,,,
45,Yes,Travel_Rarely,1449,Sales,2,3,4001,1,1277,1,,,,,,,,,,,,
55,No,Non-Travel,177,Research & Development,8,1,4001,1,1278,4,,,,,,,,,,,,
21,Yes,Travel_Frequently,251,Research & Development,10,2,4001,1,1279,1,,,,,,,,,,,,
46,No,Travel_Rarely,168,Sales,4,2,4001,1,1280,4,,,,,,,,,,,,
34,No,Travel_Rarely,131,Sales,2,3,4001,1,1281,3,,,,,,,,,,,,
51,No,Travel_Frequently,237,Sales,9,3,4001,1,1282,4,,,,,,,,,,,,
59,No,Travel_Rarely,1429,Research & Development,18,4,4001,1,1283,4,,,,,,,,,,,,
34,No,Travel_Frequently,135,Research & Development,19,3,4001,1,1285,3,,,,,,,,,,,,
28,No,Travel_Frequently,791,Research & Development,1,4,4001,1,1286,4,,,,,,,,,,,,
44,No,Travel_Rarely,1199,Research & Development,4,2,4001,1,1288,3,,,,,,,,,,,,
34,No,Travel_Frequently,648,Human Resources,11,3,4001,1,1289,3,,,,,,,,,,,,
35,No,Travel_Rarely,735,Research & Development,6,1,4001,1,1291,3,,,,,,,,,,,,
42,No,Travel_Rarely,603,Research & Development,7,4,4001,1,1292,2,,,,,,,,,,,,
43,No,Travel_Rarely,531,Sales,4,4,4001,1,1293,4,,,,,,,,,,,,
36,No,Travel_Rarely,429,Research & Development,2,4,4001,1,1294,3,,,,,,,,,,,,
44,Yes,Travel_Rarely,621,Research & Development,15,3,4001,1,1295,1,,,,,,,,,,,,
28,No,Travel_Frequently,193,Research & Development,2,3,4001,1,1296,4,,,,,,,,,,,,
51,No,Travel_Frequently,968,Research & Development,6,2,4001,1,1297,2,,,,,,,,,,,,
30,No,Non-Travel,879,Research & Development,9,2,4001,1,1298,3,,,,,,,,,,,,
29,Yes,Travel_Rarely,806,Research & Development,7,3,4001,1,1299,2,,,,,,,,,,,,
28,No,Travel_Rarely,640,Research & Development,1,3,4001,1,1301,4,,,,,,,,,,,,
25,No,Travel_Rarely,266,Research & Development,1,3,4001,1,1303,4,,,,,,,,,,,,
32,No,Travel_Rarely,604,Sales,8,3,4001,1,1304,3,,,,,,,,,,,,
45,No,Travel_Frequently,364,Research & Development,25,3,4001,1,1306,2,,,,,,,,,,,,
39,No,Travel_Rarely,412,Research & Development,13,4,4001,1,1307,3,,,,,,,,,,,,
58,No,Travel_Rarely,848,Research & Development,23,4,4001,1,1308,1,,,,,,,,,,,,
32,Yes,Travel_Rarely,1089,Research & Development,7,2,4001,1,1309,4,,,,,,,,,,,,
39,Yes,Travel_Rarely,360,Research & Development,23,3,4001,1,1310,3,,,,,,,,,,,,
30,No,Travel_Rarely,1138,Research & Development,6,3,4001,1,1311,1,,,,,,,,,,,,
36,No,Travel_Rarely,325,Research & Development,10,4,4001,1,1312,4,,,,,,,,,,,,
46,No,Travel_Rarely,991,Human Resources,1,2,4001,1,1314,4,,,,,,,,,,,,
28,No,Non-Travel,1476,Research & Development,1,3,4001,1,1315,3,,,,,,,,,,,,
50,No,Travel_Rarely,1322,Research & Development,28,3,4001,1,1317,4,,,,,,,,,,,,
40,Yes,Travel_Rarely,299,Sales,25,4,4001,1,1318,4,,,,,,,,,,,,
52,Yes,Travel_Rarely,1030,Sales,5,3,4001,1,1319,2,,,,,,,,,,,,
30,No,Travel_Rarely,634,Research & Development,17,4,4001,1,1321,2,,,,,,,,,,,,
39,No,Travel_Rarely,524,Research & Development,18,2,4001,1,1322,1,,,,,,,,,,,,
31,No,Non-Travel,587,Sales,2,4,4001,1,1324,4,,,,,,,,,,,,
41,No,Non-Travel,256,Sales,10,2,4001,1,1329,3,,,,,,,,,,,,
31,Yes,Travel_Frequently,1060,Sales,1,3,4001,1,1331,4,,,,,,,,,,,,
44,Yes,Travel_Rarely,935,Research & Development,3,3,4001,1,1333,1,,,,,,,,,,,,
42,No,Non-Travel,495,Research & Development,2,1,4001,1,1334,3,,,,,,,,,,,,
55,No,Travel_Rarely,282,Research & Development,2,2,4001,1,1336,4,,,,,,,,,,,,
56,No,Travel_Rarely,206,Human Resources,8,4,4001,1,1338,4,,,,,,,,,,,,
40,No,Non-Travel,458,Research & Development,16,2,4001,1,1340,3,,,,,,,,,,,,
34,No,Travel_Rarely,943,Research & Development,9,3,4001,1,1344,4,,,,,,,,,,,,
40,No,Travel_Rarely,523,Research & Development,2,3,4001,1,1346,3,,,,,,,,,,,,
41,No,Travel_Frequently,1018,Sales,1,3,4001,1,1349,3,,,,,,,,,,,,
35,No,Travel_Frequently,482,Research & Development,4,4,4001,1,1350,3,,,,,,,,,,,,
51,No,Travel_Rarely,770,Human Resources,5,3,4001,1,1352,3,,,,,,,,,,,,
38,No,Travel_Rarely,1009,Sales,2,2,4001,1,1355,2,,,,,,,,,,,,
34,No,Travel_Rarely,507,Sales,15,2,4001,1,1356,3,,,,,,,,,,,,
25,No,Travel_Rarely,882,Research & Development,19,1,4001,1,1358,4,,,,,,,,,,,,
58,Yes,Travel_Rarely,601,Research & Development,7,4,4001,1,1360,3,,,,,,,,,,,,
40,No,Travel_Rarely,329,Research & Development,1,4,4001,1,1361,2,,,,,,,,,,,,
36,No,Travel_Frequently,607,Sales,7,3,4001,1,1362,1,,,,,,,,,,,,
48,No,Travel_Rarely,855,Research & Development,4,3,4001,1,1363,4,,,,,,,,,,,,
27,No,Travel_Rarely,1291,Sales,11,3,4001,1,1364,3,,,,,,,,,,,,
51,No,Travel_Rarely,1405,Research & Development,11,2,4001,1,1367,4,,,,,,,,,,,,
18,No,Non-Travel,1124,Research & Development,1,3,4001,1,1368,4,,,,,,,,,,,,
35,No,Travel_Rarely,817,Research & Development,1,3,4001,1,1369,4,,,,,,,,,,,,
27,No,Travel_Frequently,793,Sales,2,1,4001,1,1371,4,,,,,,,,,,,,
55,Yes,Travel_Rarely,267,Sales,13,4,4001,1,1372,1,,,,,,,,,,,,
56,No,Travel_Rarely,1369,Research & Development,23,3,4001,1,1373,4,,,,,,,,,,,,
34,No,Non-Travel,999,Research & Development,26,1,4001,1,1374,1,,,,,,,,,,,,
40,No,Travel_Rarely,1202,Research & Development,2,1,4001,1,1375,2,,,,,,,,,,,,
34,No,Travel_Rarely,285,Research & Development,29,3,4001,1,1377,2,,,,,,,,,,,,
31,Yes,Travel_Frequently,703,Sales,2,3,4001,1,1379,3,,,,,,,,,,,,
35,Yes,Travel_Frequently,662,Sales,18,4,4001,1,1380,4,,,,,,,,,,,,
38,No,Travel_Frequently,693,Research & Development,7,3,4001,1,1382,4,,,,,,,,,,,,
34,No,Travel_Rarely,404,Research & Development,2,4,4001,1,1383,3,,,,,,,,,,,,
28,No,Travel_Rarely,736,Sales,26,3,4001,1,1387,3,,,,,,,,,,,,
31,Yes,Travel_Rarely,330,Research & Development,22,4,4001,1,1389,4,,,,,,,,,,,,
39,No,Travel_Rarely,1498,Sales,21,4,4001,1,1390,1,,,,,,,,,,,,
51,No,Travel_Frequently,541,Sales,2,3,4001,1,1391,2,,,,,,,,,,,,
41,No,Travel_Frequently,1200,Research & Development,22,3,4001,1,1392,4,,,,,,,,,,,,
37,No,Travel_Rarely,1439,Research & Development,4,1,4001,1,1394,3,,,,,,,,,,,,
33,No,Travel_Frequently,1111,Sales,5,1,4001,1,1395,2,,,,,,,,,,,,
32,No,Travel_Rarely,499,Sales,2,1,4001,1,1396,3,,,,,,,,,,,,
39,No,Non-Travel,1485,Research & Development,25,2,4001,1,1397,3,,,,,,,,,,,,
25,No,Travel_Rarely,1372,Sales,18,1,4001,1,1399,1,,,,,,,,,,,,
52,No,Travel_Frequently,322,Research & Development,28,2,4001,1,1401,4,,,,,,,,,,,,
43,No,Travel_Rarely,930,Research & Development,6,3,4001,1,1402,1,,,,,,,,,,,,
27,No,Travel_Rarely,205,Sales,10,3,4001,1,1403,4,,,,,,,,,,,,
27,Yes,Travel_Rarely,135,Research & Development,17,4,4001,1,1405,4,,,,,,,,,,,,
26,No,Travel_Rarely,683,Research & Development,2,1,4001,1,1407,1,,,,,,,,,,,,
42,No,Travel_Rarely,1147,Human Resources,10,3,4001,1,1408,3,,,,,,,,,,,,
52,No,Travel_Rarely,258,Research & Development,8,4,4001,1,1409,3,,,,,,,,,,,,
37,No,Travel_Rarely,1462,Research & Development,11,3,4001,1,1411,1,,,,,,,,,,,,
35,No,Travel_Frequently,200,Research & Development,18,2,4001,1,1412,3,,,,,,,,,,,,
25,No,Travel_Rarely,949,Research & Development,1,3,4001,1,1415,1,,,,,,,,,,,,
26,No,Travel_Rarely,652,Research & Development,7,3,4001,1,1417,3,,,,,,,,,,,,
29,No,Travel_Rarely,332,Human Resources,17,3,4001,1,1419,2,,,,,,,,,,,,
49,Yes,Travel_Frequently,1475,Research & Development,28,2,4001,1,1420,1,,,,,,,,,,,,
29,Yes,Travel_Frequently,337,Research & Development,14,1,4001,1,1421,3,,,,,,,,,,,,
54,No,Travel_Rarely,971,Research & Development,1,3,4001,1,1422,4,,,,,,,,,,,,
58,No,Travel_Rarely,1055,Research & Development,1,3,4001,1,1423,4,,,,,,,,,,,,
55,No,Travel_Rarely,1136,Research & Development,1,4,4001,1,1424,2,,,,,,,,,,,,
36,No,Travel_Rarely,1174,Sales,3,4,4001,1,1425,1,,,,,,,,,,,,
31,Yes,Travel_Frequently,667,Sales,1,4,4001,1,1427,2,,,,,,,,,,,,
30,No,Travel_Rarely,855,Sales,7,4,4001,1,1428,4,,,,,,,,,,,,
31,No,Travel_Rarely,182,Research & Development,8,5,4001,1,1430,1,,,,,,,,,,,,
34,No,Travel_Frequently,560,Research & Development,1,4,4001,1,1431,4,,,,,,,,,,,,
31,Yes,Travel_Rarely,202,Research & Development,8,3,4001,1,1433,1,,,,,,,,,,,,
27,No,Travel_Rarely,1377,Research & Development,11,1,4001,1,1434,2,,,,,,,,,,,,
36,No,Travel_Rarely,172,Research & Development,4,4,4001,1,1435,1,,,,,,,,,,,,
36,No,Travel_Rarely,329,Sales,16,4,4001,1,1436,3,,,,,,,,,,,,
47,No,Travel_Rarely,465,Research & Development,1,3,4001,1,1438,1,,,,,,,,,,,,
25,Yes,Travel_Rarely,383,Sales,9,2,4001,1,1439,1,,,,,,,,,,,,
37,No,Non-Travel,1413,Research & Development,5,2,4001,1,1440,3,,,,,,,,,,,,
56,No,Travel_Rarely,1255,Research & Development,1,2,4001,1,1441,1,,,,,,,,,,,,
47,No,Travel_Rarely,359,Research & Development,2,4,4001,1,1443,1,,,,,,,,,,,,
24,No,Travel_Rarely,1476,Sales,4,1,4001,1,1445,4,,,,,,,,,,,,
32,No,Travel_Rarely,601,Sales,7,5,4001,1,1446,4,,,,,,,,,,,,
34,No,Travel_Rarely,401,Research & Development,1,3,4001,1,1447,4,,,,,,,,,,,,
41,No,Travel_Rarely,1283,Research & Development,5,5,4001,1,1448,2,,,,,,,,,,,,
40,No,Non-Travel,663,Research & Development,9,4,4001,1,1449,3,,,,,,,,,,,,
31,No,Travel_Rarely,326,Sales,8,2,4001,1,1453,1,,,,,,,,,,,,
46,Yes,Travel_Rarely,377,Sales,9,3,4001,1,1457,1,,,,,,,,,,,,
39,Yes,Non-Travel,592,Research & Development,2,3,4001,1,1458,1,,,,,,,,,,,,
31,Yes,Travel_Frequently,1445,Research & Development,1,5,4001,1,1459,3,,,,,,,,,,,,
45,No,Travel_Rarely,1038,Research & Development,20,3,4001,1,1460,2,,,,,,,,,,,,
31,No,Travel_Rarely,1398,Human Resources,8,2,4001,1,1461,4,,,,,,,,,,,,
31,Yes,Travel_Frequently,523,Research & Development,2,3,4001,1,1464,2,,,,,,,,,,,,
45,No,Travel_Rarely,1448,Research & Development,29,3,4001,1,1465,2,,,,,,,,,,,,
48,No,Travel_Rarely,1221,Sales,7,3,4001,1,1466,3,,,,,,,,,,,,
34,Yes,Travel_Rarely,1107,Human Resources,9,4,4001,1,1467,1,,,,,,,,,,,,
40,No,Non-Travel,218,Research & Development,8,1,4001,1,1468,4,,,,,,,,,,,,
28,No,Travel_Rarely,866,Sales,5,3,4001,1,1469,4,,,,,,,,,,,,
44,No,Non-Travel,981,Research & Development,5,3,4001,1,1471,3,,,,,,,,,,,,
53,No,Travel_Rarely,447,Research & Development,2,3,4001,1,1472,4,,,,,,,,,,,,
49,No,Travel_Rarely,1495,Research & Development,5,4,4001,1,1473,1,,,,,,,,,,,,
40,No,Travel_Rarely,896,Research & Development,2,3,4001,1,1474,3,,,,,,,,,,,,
44,No,Travel_Rarely,1467,Research & Development,20,3,4001,1,1475,4,,,,,,,,,,,,
33,No,Travel_Frequently,430,Sales,7,3,4001,1,1477,4,,,,,,,,,,,,
34,No,Travel_Rarely,1326,Sales,3,3,4001,1,1478,4,,,,,,,,,,,,
30,No,Travel_Rarely,1358,Sales,16,1,4001,1,1479,4,,,,,,,,,,,,
42,No,Travel_Frequently,748,Research & Development,9,2,4001,1,1480,1,,,,,,,,,,,,
44,No,Travel_Frequently,383,Sales,1,5,4001,1,1481,1,,,,,,,,,,,,
30,No,Non-Travel,990,Research & Development,7,3,4001,1,1482,3,,,,,,,,,,,,
57,No,Travel_Rarely,405,Research & Development,1,2,4001,1,1483,2,,,,,,,,,,,,
49,No,Travel_Rarely,1490,Research & Development,7,4,4001,1,1484,3,,,,,,,,,,,,
34,No,Travel_Frequently,829,Research & Development,15,3,4001,1,1485,2,,,,,,,,,,,,
28,Yes,Travel_Frequently,1496,Sales,1,3,4001,1,1486,1,,,,,,,,,,,,
29,Yes,Travel_Frequently,115,Sales,13,3,4001,1,1487,1,,,,,,,,,,,,
34,Yes,Travel_Rarely,790,Sales,24,4,4001,1,1489,1,,,,,,,,,,,,
35,No,Travel_Rarely,660,Sales,7,1,4001,1,1492,4,,,,,,,,,,,,
24,Yes,Travel_Frequently,381,Research & Development,9,3,4001,1,1494,2,,,,,,,,,,,,
24,No,Non-Travel,830,Sales,13,2,4001,1,1495,4,,,,,,,,,,,,
44,No,Travel_Frequently,1193,Research & Development,2,1,4001,1,1496,2,,,,,,,,,,,,
29,No,Travel_Rarely,1246,Sales,19,3,4001,1,1497,3,,,,,,,,,,,,
30,No,Travel_Rarely,330,Human Resources,1,3,4001,1,1499,3,,,,,,,,,,,,
55,No,Travel_Rarely,1229,Research & Development,4,4,4001,1,1501,4,,,,,,,,,,,,
33,No,Travel_Rarely,1099,Research & Development,4,4,4001,1,1502,1,,,,,,,,,,,,
47,No,Travel_Rarely,571,Sales,14,3,4001,1,1503,3,,,,,,,,,,,,
28,Yes,Travel_Frequently,289,Research & Development,2,2,4001,1,1504,3,,,,,,,,,,,,
28,No,Travel_Rarely,1423,Research & Development,1,3,4001,1,1506,1,,,,,,,,,,,,
28,No,Travel_Frequently,467,Sales,7,3,4001,1,1507,3,,,,,,,,,,,,
49,No,Travel_Rarely,271,Research & Development,3,2,4001,1,1509,3,,,,,,,,,,,,
29,No,Travel_Frequently,410,Research & Development,2,1,4001,1,1513,4,,,,,,,,,,,,
28,No,Travel_Rarely,1083,Research & Development,29,1,4001,1,1514,3,,,,,,,,,,,,
33,No,Travel_Rarely,516,Research & Development,8,5,4001,1,1515,4,,,,,,,,,,,,
32,No,Travel_Rarely,495,Research & Development,10,3,4001,1,1516,3,,,,,,,,,,,,
54,No,Travel_Frequently,1050,Research & Development,11,4,4001,1,1520,2,,,,,,,,,,,,
29,Yes,Travel_Rarely,224,Research & Development,1,4,4001,1,1522,1,,,,,,,,,,,,
44,No,Travel_Rarely,136,Research & Development,28,3,4001,1,1523,4,,,,,,,,,,,,
39,No,Travel_Rarely,1089,Research & Development,6,3,4001,1,1525,2,,,,,,,,,,,,
46,No,Travel_Rarely,228,Sales,3,3,4001,1,1527,3,,,,,,,,,,,,
35,No,Travel_Rarely,1029,Research & Development,16,3,4001,1,1529,4,,,,,,,,,,,,
23,No,Travel_Rarely,507,Research & Development,20,1,4001,1,1533,1,,,,,,,,,,,,
40,Yes,Travel_Rarely,676,Research & Development,9,4,4001,1,1534,4,,,,,,,,,,,,
34,No,Travel_Rarely,971,Sales,1,3,4001,1,1535,4,,,,,,,,,,,,
31,Yes,Travel_Frequently,561,Research & Development,3,3,4001,1,1537,4,,,,,,,,,,,,
50,No,Travel_Frequently,333,Research & Development,22,5,4001,1,1539,3,,,,,,,,,,,,
34,No,Travel_Rarely,1440,Sales,7,2,4001,1,1541,2,,,,,,,,,,,,
42,No,Travel_Rarely,1210,Research & Development,2,3,4001,1,1542,3,,,,,,,,,,,,
37,No,Travel_Rarely,674,Research & Development,13,3,4001,1,1543,1,,,,,,,,,,,,
29,No,Travel_Rarely,441,Research & Development,8,1,4001,1,1544,3,,,,,,,,,,,,
33,No,Travel_Rarely,575,Research & Development,25,3,4001,1,1545,4,,,,,,,,,,,,
45,No,Travel_Rarely,950,Research & Development,28,3,4001,1,1546,4,,,,,,,,,,,,
42,No,Travel_Frequently,288,Research & Development,2,3,4001,1,1547,4,,,,,,,,,,,,
40,No,Travel_Rarely,1342,Sales,9,2,4001,1,1548,1,,,,,,,,,,,,
33,No,Travel_Rarely,589,Research & Development,28,4,4001,1,1549,2,,,,,,,,,,,,
40,No,Travel_Rarely,898,Human Resources,6,2,4001,1,1550,3,,,,,,,,,,,,
24,No,Travel_Rarely,350,Research & Development,21,2,4001,1,1551,3,,,,,,,,,,,,
40,No,Non-Travel,1142,Research & Development,8,2,4001,1,1552,4,,,,,,,,,,,,
45,No,Travel_Rarely,538,Research & Development,1,4,4001,1,1553,1,,,,,,,,,,,,
35,No,Travel_Rarely,1402,Sales,28,4,4001,1,1554,2,,,,,,,,,,,,
32,No,Travel_Rarely,824,Research & Development,5,2,4001,1,1555,4,,,,,,,,,,,,
36,No,Travel_Rarely,1157,Sales,2,4,4001,1,1556,3,,,,,,,,,,,,
48,No,Travel_Rarely,492,Sales,16,4,4001,1,1557,3,,,,,,,,,,,,
29,No,Travel_Rarely,598,Research & Development,9,3,4001,1,1558,3,,,,,,,,,,,,
33,No,Travel_Rarely,1242,Sales,8,4,4001,1,1560,1,,,,,,,,,,,,
30,Yes,Travel_Rarely,740,Sales,1,3,4001,1,1562,2,,,,,,,,,,,,
38,No,Travel_Frequently,888,Human Resources,10,4,4001,1,1563,3,,,,,,,,,,,,
35,No,Travel_Rarely,992,Research & Development,1,3,4001,1,1564,4,,,,,,,,,,,,
30,No,Travel_Rarely,1288,Sales,29,4,4001,1,1568,3,,,,,,,,,,,,
35,Yes,Travel_Rarely,104,Research & Development,2,3,4001,1,1569,1,,,,,,,,,,,,
53,Yes,Travel_Rarely,607,Research & Development,2,5,4001,1,1572,3,,,,,,,,,,,,
38,Yes,Travel_Rarely,903,Research & Development,2,3,4001,1,1573,3,,,,,,,,,,,,
32,No,Non-Travel,1200,Research & Development,1,4,4001,1,1574,4,,,,,,,,,,,,
48,No,Travel_Rarely,1108,Research & Development,15,4,4001,1,1576,3,,,,,,,,,,,,
34,No,Travel_Rarely,479,Research & Development,7,4,4001,1,1577,1,,,,,,,,,,,,
55,No,Travel_Rarely,685,Sales,26,5,4001,1,1578,3,,,,,,,,,,,,
34,No,Travel_Rarely,1351,Research & Development,1,4,4001,1,1580,2,,,,,,,,,,,,
26,No,Travel_Rarely,474,Research & Development,3,3,4001,1,1581,1,,,,,,,,,,,,
38,No,Travel_Rarely,1245,Sales,14,3,4001,1,1582,3,,,,,,,,,,,,
38,No,Travel_Rarely,437,Sales,16,3,4001,1,1583,2,,,,,,,,,,,,
36,No,Travel_Rarely,884,Sales,1,4,4001,1,1585,2,,,,,,,,,,,,
29,No,Travel_Rarely,1370,Research & Development,3,1,4001,1,1586,2,,,,,,,,,,,,
35,No,Travel_Rarely,670,Research & Development,10,4,4001,1,1587,1,,,,,,,,,,,,
39,No,Travel_Rarely,1462,Sales,6,3,4001,1,1588,4,,,,,,,,,,,,
29,No,Travel_Frequently,995,Research & Development,2,1,4001,1,1590,1,,,,,,,,,,,,
50,No,Travel_Rarely,264,Sales,9,3,4001,1,1591,3,,,,,,,,,,,,
23,No,Travel_Rarely,977,Research & Development,10,3,4001,1,1592,4,,,,,,,,,,,,
36,No,Travel_Frequently,1302,Research & Development,6,4,4001,1,1594,1,,,,,,,,,,,,
42,No,Travel_Rarely,1059,Research & Development,9,2,4001,1,1595,4,,,,,,,,,,,,
35,No,Travel_Rarely,750,Research & Development,28,3,4001,1,1596,2,,,,,,,,,,,,
34,No,Travel_Frequently,653,Research & Development,10,4,4001,1,1597,4,,,,,,,,,,,,
40,No,Travel_Rarely,118,Sales,14,2,4001,1,1598,4,,,,,,,,,,,,
43,No,Travel_Rarely,990,Research & Development,27,3,4001,1,1599,4,,,,,,,,,,,,
35,No,Travel_Rarely,1349,Research & Development,7,2,4001,1,1601,3,,,,,,,,,,,,
46,No,Travel_Rarely,563,Sales,1,4,4001,1,1602,4,,,,,,,,,,,,
28,Yes,Travel_Rarely,329,Research & Development,24,3,4001,1,1604,3,,,,,,,,,,,,
22,No,Non-Travel,457,Research & Development,26,2,4001,1,1605,2,,,,,,,,,,,,
50,No,Travel_Frequently,1234,Research & Development,20,5,4001,1,1606,2,,,,,,,,,,,,
32,No,Travel_Rarely,634,Research & Development,5,4,4001,1,1607,2,,,,,,,,,,,,
44,No,Travel_Rarely,1313,Research & Development,7,3,4001,1,1608,2,,,,,,,,,,,,
30,No,Travel_Rarely,241,Research & Development,7,3,4001,1,1609,2,,,,,,,,,,,,
45,No,Travel_Rarely,1015,Research & Development,5,5,4001,1,1611,3,,,,,,,,,,,,
45,No,Non-Travel,336,Sales,26,3,4001,1,1612,1,,,,,,,,,,,,
31,No,Travel_Frequently,715,Sales,2,4,4001,1,1613,4,,,,,,,,,,,,
36,No,Travel_Rarely,559,Research & Development,12,4,4001,1,1614,3,,,,,,,,,,,,
34,No,Travel_Frequently,426,Research & Development,10,4,4001,1,1615,3,,,,,,,,,,,,
49,No,Travel_Rarely,722,Research & Development,25,4,4001,1,1617,3,,,,,,,,,,,,
39,No,Travel_Rarely,1387,Research & Development,10,5,4001,1,1618,2,,,,,,,,,,,,
27,No,Travel_Rarely,1302,Research & Development,19,3,4001,1,1619,4,,,,,,,,,,,,
35,No,Travel_Rarely,819,Research & Development,18,5,4001,1,1621,2,,,,,,,,,,,,
28,No,Travel_Rarely,580,Research & Development,27,3,4001,1,1622,2,,,,,,,,,,,,
21,No,Travel_Rarely,546,Research & Development,5,1,4001,1,1623,3,,,,,,,,,,,,
18,Yes,Travel_Frequently,544,Sales,3,2,4001,1,1624,2,,,,,,,,,,,,
47,No,Travel_Rarely,1176,Human Resources,26,4,4001,1,1625,4,,,,,,,,,,,,
39,No,Travel_Rarely,170,Research & Development,3,2,4001,1,1627,3,,,,,,,,,,,,
40,No,Travel_Rarely,884,Research & Development,15,3,4001,1,1628,1,,,,,,,,,,,,
35,No,Non-Travel,208,Research & Development,8,4,4001,1,1630,3,,,,,,,,,,,,
37,No,Travel_Rarely,671,Research & Development,19,3,4001,1,1631,3,,,,,,,,,,,,
39,No,Travel_Frequently,711,Research & Development,4,3,4001,1,1633,1,,,,,,,,,,,,
45,No,Travel_Rarely,1329,Research & Development,2,2,4001,1,1635,4,,,,,,,,,,,,
38,No,Travel_Rarely,397,Research & Development,2,2,4001,1,1638,4,,,,,,,,,,,,
35,Yes,Travel_Rarely,737,Sales,10,3,4001,1,1639,4,,,,,,,,,,,,
37,No,Travel_Rarely,1470,Research & Development,10,3,4001,1,1640,2,,,,,,,,,,,,
40,No,Travel_Rarely,448,Research & Development,16,3,4001,1,1641,3,,,,,,,,,,,,
44,No,Travel_Frequently,602,Human Resources,1,5,4001,1,1642,1,,,,,,,,,,,,
48,No,Travel_Frequently,365,Research & Development,4,5,4001,1,1644,3,,,,,,,,,,,,
35,Yes,Travel_Rarely,763,Sales,15,2,4001,1,1645,1,,,,,,,,,,,,
24,No,Travel_Frequently,567,Research & Development,2,1,4001,1,1646,1,,,,,,,,,,,,
27,No,Travel_Rarely,486,Research & Development,8,3,4001,1,1647,2,,,,,,,,,,,,
27,No,Travel_Frequently,591,Research & Development,2,3,4001,1,1648,4,,,,,,,,,,,,
40,Yes,Travel_Rarely,1329,Research & Development,7,3,4001,1,1649,1,,,,,,,,,,,,
29,No,Travel_Rarely,469,Sales,10,3,4001,1,1650,3,,,,,,,,,,,,
36,No,Travel_Rarely,711,Research & Development,5,4,4001,1,1651,2,,,,,,,,,,,,
25,No,Travel_Frequently,772,Research & Development,2,1,4001,1,1653,4,,,,,,,,,,,,
39,No,Travel_Rarely,492,Research & Development,12,3,4001,1,1654,4,,,,,,,,,,,,
49,No,Travel_Rarely,301,Research & Development,22,4,4001,1,1655,1,,,,,,,,,,,,
50,No,Travel_Rarely,813,Research & Development,17,5,4001,1,1656,4,,,,,,,,,,,,
20,No,Travel_Rarely,1141,Sales,2,3,4001,1,1657,3,,,,,,,,,,,,
34,No,Travel_Rarely,1130,Research & Development,3,3,4001,1,1658,4,,,,,,,,,,,,
36,No,Travel_Rarely,311,Research & Development,7,3,4001,1,1659,1,,,,,,,,,,,,
49,No,Travel_Rarely,465,Research & Development,6,1,4001,1,1661,3,,,,,,,,,,,,
36,No,Non-Travel,894,Research & Development,1,4,4001,1,1662,4,,,,,,,,,,,,
36,No,Travel_Rarely,1040,Research & Development,3,2,4001,1,1664,4,,,,,,,,,,,,
54,No,Travel_Rarely,584,Research & Development,22,5,4001,1,1665,2,,,,,,,,,,,,
43,No,Travel_Rarely,1291,Research & Development,15,2,4001,1,1666,3,,,,,,,,,,,,
35,Yes,Travel_Frequently,880,Sales,12,4,4001,1,1667,4,,,,,,,,,,,,
38,No,Travel_Frequently,1189,Research & Development,1,3,4001,1,1668,4,,,,,,,,,,,,
29,No,Travel_Rarely,991,Sales,5,3,4001,1,1669,1,,,,,,,,,,,,
33,No,Travel_Rarely,392,Sales,2,4,4001,1,1670,4,,,,,,,,,,,,
32,No,Travel_Rarely,977,Research & Development,2,3,4001,1,1671,4,,,,,,,,,,,,
31,No,Travel_Rarely,1112,Sales,5,4,4001,1,1673,1,,,,,,,,,,,,
49,No,Travel_Rarely,464,Research & Development,16,3,4001,1,1674,4,,,,,,,,,,,,
38,No,Travel_Frequently,148,Research & Development,2,3,4001,1,1675,4,,,,,,,,,,,,
47,No,Travel_Rarely,1225,Sales,2,4,4001,1,1676,2,,,,,,,,,,,,
49,No,Travel_Rarely,809,Research & Development,1,3,4001,1,1677,3,,,,,,,,,,,,
41,No,Travel_Rarely,1206,Sales,23,2,4001,1,1678,4,,,,,,,,,,,,
20,No,Travel_Rarely,727,Sales,9,1,4001,1,1680,4,,,,,,,,,,,,
33,No,Non-Travel,530,Sales,16,3,4001,1,1681,3,,,,,,,,,,,,
